CustomerID,Recency,Frequency,MonetaryValue,Recency_Score,Frequency_Score,MonetaryValue_Score,RFM_Score,RFM_Segment
14184.0,66.0,1,452.89,2,1,2,212,Clients à Réactiver
15319.0,283.0,1,204.5,1,1,1,111,Clients à Réactiver
15052.0,319.0,1,215.78,1,1,1,111,Clients à Réactiver
17228.0,15.0,8,1906.0900000000015,4,4,4,444,Champions
13868.0,7.0,2,3192.54,4,2,4,424,Clients à Réactiver
12545.0,75.0,2,1000.3899999999999,2,2,3,223,Clients Potentiels
15847.0,38.0,2,389.27,3,2,2,322,Clients à Réactiver
13583.0,155.0,1,781.0300000000002,1,1,3,113,Clients Potentiels
15683.0,117.0,1,193.75,2,1,1,211,Clients à Réactiver
12478.0,3.0,1,680.9900000000002,4,1,3,413,Clients à Réactiver
14530.0,25.0,6,2925.910000000001,3,4,4,344,Champions
12654.0,10.0,5,601.98,4,3,2,432,Clients à Réactiver
18151.0,134.0,2,653.3499999999999,2,2,2,222,Clients à Réactiver
14293.0,3.0,4,1046.5599999999993,4,3,3,433,Champions
13838.0,5.0,4,691.7299999999999,4,3,3,433,Champions
18017.0,81.0,3,523.0,2,3,2,232,Clients à Réactiver
13419.0,63.0,1,221.05999999999995,2,1,1,211,Clients à Réactiver
16357.0,33.0,3,658.88,3,3,2,332,Clients à Réactiver
17058.0,81.0,3,1179.8899999999999,2,3,3,233,Clients Loyaux
16114.0,170.0,1,135.75000000000003,1,1,1,111,Clients à Réactiver
14633.0,266.0,1,344.9000000000001,1,1,2,112,Clients à Réactiver
13328.0,316.0,1,1308.48,1,1,3,113,Clients Potentiels
15234.0,276.0,1,197.0,1,1,1,111,Clients à Réactiver
16175.0,94.0,4,1037.5899999999997,2,3,3,233,Clients Loyaux
17653.0,36.0,4,1207.5600000000002,3,3,3,333,Champions
12915.0,148.0,2,363.65,1,2,2,122,Clients à Réactiver
17313.0,31.0,1,2328.8399999999997,3,1,4,314,Clients à Réactiver
16029.0,38.0,63,81024.84000000001,3,4,4,344,Champions
17350.0,8.0,4,1286.0700000000002,4,3,3,433,Champions
12381.0,4.0,5,1845.3100000000006,4,3,4,434,Champions
13777.0,0.0,33,25977.15999999998,4,4,4,444,Champions
17483.0,65.0,3,414.04,2,3,2,232,Clients à Réactiver
17750.0,5.0,9,1797.5699999999997,4,4,4,444,Champions
14117.0,143.0,1,90.0,1,1,1,111,Clients à Réactiver
13771.0,64.0,4,2634.450000000001,2,3,4,234,Clients Loyaux
13680.0,1.0,4,3722.4200000000014,4,3,4,434,Champions
17811.0,4.0,39,7837.72999999999,4,4,4,444,Champions
12393.0,72.0,4,1582.6000000000004,2,3,3,233,Clients Loyaux
14548.0,150.0,2,652.8,1,2,2,122,Clients à Réactiver
16187.0,31.0,15,6911.439999999999,3,4,4,344,Champions
14457.0,310.0,1,113.64,1,1,1,111,Clients à Réactiver
12909.0,39.0,5,2178.67,3,3,4,334,Champions
12551.0,357.0,1,168.0,1,1,1,111,Clients à Réactiver
14639.0,52.0,6,2984.4900000000025,2,4,4,244,Clients Loyaux
15489.0,22.0,3,1134.28,3,3,3,333,Champions
14111.0,14.0,4,692.85,4,3,3,433,Champions
13431.0,67.0,2,1269.0999999999995,2,2,3,223,Clients Potentiels
16415.0,44.0,1,210.34999999999985,3,1,1,311,Clients à Réactiver
17107.0,33.0,6,10815.429999999995,3,4,4,344,Champions
15659.0,43.0,1,306.45000000000005,3,1,1,311,Clients à Réactiver
15829.0,99.0,2,636.14,2,2,2,222,Clients à Réactiver
18236.0,29.0,6,882.24,3,4,3,343,Champions
15853.0,51.0,1,110.80000000000001,2,1,1,211,Clients à Réactiver
12375.0,10.0,2,457.5000000000001,4,2,2,422,Clients à Réactiver
17046.0,157.0,1,642.0199999999999,1,1,2,112,Clients à Réactiver
16427.0,263.0,2,241.06,1,2,1,121,Clients à Réactiver
15768.0,115.0,3,621.83,2,3,2,232,Clients à Réactiver
16536.0,110.0,1,548.97,2,1,2,212,Clients à Réactiver
13759.0,33.0,2,659.41,3,2,2,322,Clients à Réactiver
17131.0,5.0,5,2463.170000000001,4,3,4,434,Champions
15325.0,103.0,1,162.2899999999999,2,1,1,211,Clients à Réactiver
14463.0,98.0,3,529.62,2,3,2,232,Clients à Réactiver
16706.0,37.0,3,531.35,3,3,2,332,Clients à Réactiver
16961.0,116.0,1,234.17,2,1,1,211,Clients à Réactiver
13146.0,26.0,1,228.91,3,1,1,311,Clients à Réactiver
13577.0,25.0,4,1687.5999999999988,3,3,4,334,Champions
12539.0,22.0,4,5568.349999999995,3,3,4,334,Champions
14882.0,26.0,2,589.7,3,2,2,322,Clients à Réactiver
16743.0,29.0,7,2238.0900000000006,3,4,4,344,Champions
14014.0,77.0,1,505.18000000000006,2,1,2,212,Clients à Réactiver
14985.0,198.0,2,296.7499999999999,1,2,1,121,Clients à Réactiver
13516.0,21.0,3,1389.4100000000003,3,3,3,333,Champions
13085.0,157.0,2,416.08000000000004,1,2,2,122,Clients à Réactiver
16403.0,312.0,1,177.5,1,1,1,111,Clients à Réactiver
16351.0,332.0,1,153.9,1,1,1,111,Clients à Réactiver
17835.0,2.0,3,350.63999999999993,4,3,2,432,Clients à Réactiver
17896.0,23.0,1,256.32,3,1,1,311,Clients à Réactiver
14560.0,7.0,22,2237.7700000000013,4,4,4,444,Champions
17119.0,3.0,2,606.91,4,2,2,422,Clients à Réactiver
16791.0,29.0,7,1721.7800000000022,3,4,4,344,Champions
16488.0,33.0,3,498.79999999999995,3,3,2,332,Clients à Réactiver
16023.0,46.0,3,719.81,3,3,3,333,Champions
13753.0,287.0,1,741.26,1,1,3,113,Clients Potentiels
17034.0,16.0,3,745.5200000000001,4,3,3,433,Champions
13504.0,64.0,1,295.93,2,1,1,211,Clients à Réactiver
14099.0,16.0,11,3104.1700000000005,4,4,4,444,Champions
16205.0,30.0,4,761.38,3,3,3,333,Champions
16260.0,50.0,1,1035.45,2,1,3,213,Clients Potentiels
17884.0,3.0,4,717.4499999999994,4,3,3,433,Champions
16573.0,84.0,2,663.6099999999998,2,2,2,222,Clients à Réactiver
16108.0,84.0,1,842.5,2,1,3,213,Clients Potentiels
12557.0,16.0,5,11990.96,4,3,4,434,Champions
15762.0,65.0,2,583.75,2,2,2,222,Clients à Réactiver
16597.0,4.0,1,90.04000000000002,4,1,1,411,Clients à Réactiver
12715.0,106.0,1,353.85999999999996,2,1,2,212,Clients à Réactiver
13261.0,268.0,2,944.1,1,2,3,123,Clients Potentiels
13079.0,4.0,5,220.09999999999997,4,3,1,431,Clients à Réactiver
17289.0,31.0,3,944.4100000000004,3,3,3,333,Champions
17398.0,114.0,3,653.3799999999999,2,3,2,232,Clients à Réactiver
15070.0,372.0,1,106.2,1,1,1,111,Clients à Réactiver
12648.0,154.0,1,318.05,1,1,2,112,Clients à Réactiver
16005.0,12.0,4,615.389999999999,4,3,2,432,Clients à Réactiver
15750.0,2.0,8,2465.479999999999,4,4,4,444,Champions
13243.0,203.0,1,600.07,1,1,2,112,Clients à Réactiver
12824.0,59.0,1,397.11999999999995,2,1,2,212,Clients à Réactiver
14973.0,107.0,3,1314.45,2,3,3,233,Clients Loyaux
15313.0,110.0,1,52.0,2,1,1,211,Clients à Réactiver
15222.0,318.0,1,585.0,1,1,2,112,Clients à Réactiver
13000.0,106.0,3,534.8500000000001,2,3,2,232,Clients à Réactiver
17629.0,5.0,8,1814.1200000000008,4,4,4,444,Champions
16767.0,30.0,11,5580.599999999999,3,4,4,344,Champions
17702.0,30.0,4,1824.3700000000001,3,3,4,334,Champions
13170.0,26.0,1,116.01000000000002,3,1,1,311,Clients à Réactiver
13941.0,21.0,5,5112.96,3,3,4,334,Champions
17302.0,14.0,5,1135.6299999999999,4,3,3,433,Champions
16950.0,56.0,3,1178.56,2,3,3,233,Clients Loyaux
18176.0,358.0,1,476.34999999999997,1,1,2,112,Clients à Réactiver
14093.0,12.0,1,442.8499999999999,4,1,2,412,Clients à Réactiver
14075.0,4.0,3,942.2599999999998,4,3,3,433,Champions
17690.0,30.0,15,4757.950000000001,3,4,4,344,Champions
17423.0,46.0,2,698.4100000000003,3,2,3,323,Clients à Réactiver
15969.0,2.0,3,666.0999999999999,4,3,2,432,Clients à Réactiver
17083.0,109.0,3,1405.7799999999995,2,3,3,233,Clients Loyaux
17678.0,263.0,1,298.10999999999996,1,1,1,111,Clients à Réactiver
12436.0,99.0,1,509.01000000000005,2,1,2,212,Clients à Réactiver
15216.0,87.0,1,96.6,2,1,1,211,Clients à Réactiver
13474.0,236.0,1,229.58999999999997,1,1,1,111,Clients à Réactiver
14779.0,280.0,3,386.1499999999999,1,3,2,132,Clients à Réactiver
14524.0,31.0,9,1867.6800000000007,3,4,4,344,Champions
14670.0,280.0,2,411.5300000000001,1,2,2,122,Clients à Réactiver
17739.0,11.0,7,2791.3500000000004,4,4,4,444,Champions
13037.0,138.0,3,881.07,2,3,3,233,Clients Loyaux
17545.0,43.0,3,645.9599999999999,3,3,2,332,Clients à Réactiver
14506.0,17.0,5,2012.1700000000012,3,3,4,334,Champions
14154.0,239.0,2,1345.6200000000003,1,2,3,123,Clients Potentiels
16561.0,5.0,2,511.12000000000006,4,2,2,422,Clients à Réactiver
17921.0,64.0,4,826.5200000000003,2,3,3,233,Clients Loyaux
13207.0,15.0,2,250.26000000000002,4,2,1,421,Clients à Réactiver
14585.0,50.0,1,157.05,2,1,1,211,Clients à Réactiver
17654.0,277.0,1,117.54999999999998,1,1,1,111,Clients à Réactiver
14342.0,21.0,4,668.5600000000002,3,3,2,332,Clients à Réactiver
12509.0,284.0,1,176.5,1,1,1,111,Clients à Réactiver
14239.0,43.0,11,2380.8500000000017,3,4,4,344,Champions
16163.0,232.0,2,856.6000000000001,1,2,3,123,Clients Potentiels
16938.0,8.0,4,2736.3800000000015,4,3,4,434,Champions
14682.0,187.0,2,52.0,1,2,1,121,Clients à Réactiver
16768.0,47.0,3,478.08999999999986,3,3,2,332,Clients à Réactiver
14597.0,11.0,2,883.1500000000002,4,2,3,423,Clients à Réactiver
15653.0,92.0,2,877.4399999999999,2,2,3,223,Clients Potentiels
17727.0,15.0,1,1060.25,4,1,3,413,Clients à Réactiver
15307.0,95.0,1,205.3,2,1,1,211,Clients à Réactiver
16804.0,23.0,3,536.99,3,3,2,332,Clients à Réactiver
13644.0,16.0,4,2624.260000000001,4,3,4,434,Champions
15022.0,11.0,4,905.0399999999995,4,3,3,433,Champions
13984.0,26.0,5,920.5100000000001,3,3,3,333,Champions
16345.0,44.0,1,575.4100000000001,3,1,2,312,Clients à Réactiver
15204.0,357.0,1,316.58000000000004,1,1,2,112,Clients à Réactiver
13298.0,1.0,1,360.0,4,1,2,412,Clients à Réactiver
16634.0,222.0,2,217.9,1,2,1,121,Clients à Réactiver
14421.0,57.0,2,813.11,2,2,3,223,Clients Potentiels
12600.0,28.0,10,2599.0400000000004,3,4,4,344,Champions
15198.0,92.0,2,193.64,2,2,1,221,Clients à Réactiver
16333.0,7.0,22,26626.8,4,4,4,444,Champions
16169.0,8.0,4,1822.9700000000003,4,3,4,434,Champions
13116.0,138.0,1,501.14000000000004,2,1,2,212,Clients à Réactiver
13389.0,11.0,3,797.96,4,3,3,433,Champions
15471.0,2.0,1,469.47999999999985,4,1,2,412,Clients à Réactiver
13310.0,28.0,3,1132.0300000000002,3,3,3,333,Champions
17508.0,280.0,1,387.31,1,1,2,112,Clients à Réactiver
16321.0,72.0,5,373.65,2,3,2,232,Clients à Réactiver
14591.0,15.0,4,1447.140000000001,4,3,3,433,Champions
13832.0,19.0,1,52.199999999999996,3,1,1,311,Clients à Réactiver
13486.0,78.0,3,1122.4099999999999,2,3,3,233,Clients Loyaux
16230.0,189.0,2,542.03,1,2,2,122,Clients à Réactiver
18237.0,2.0,5,987.0999999999998,4,3,3,433,Champions
15714.0,11.0,2,330.8799999999998,4,2,2,422,Clients à Réactiver
14354.0,5.0,2,163.62,4,2,1,421,Clients à Réactiver
17666.0,3.0,2,728.1599999999999,4,2,3,423,Clients à Réactiver
12697.0,28.0,3,957.5899999999999,3,3,3,333,Champions
12685.0,28.0,6,2863.0800000000004,3,4,4,344,Champions
16084.0,299.0,1,436.17999999999995,1,1,2,112,Clients à Réactiver
15811.0,22.0,6,2218.6199999999994,3,4,4,344,Champions
15034.0,15.0,8,4308.609999999999,4,4,4,444,Champions
16816.0,103.0,4,417.06000000000006,2,3,2,232,Clients à Réactiver
18212.0,326.0,1,248.41999999999993,1,1,1,111,Clients à Réactiver
17642.0,119.0,2,712.2900000000002,2,2,3,223,Clients Potentiels
16327.0,14.0,6,3844.22,4,4,4,444,Champions
12594.0,37.0,10,3338.2199999999984,3,4,4,344,Champions
13292.0,38.0,2,578.9399999999999,3,2,2,322,Clients à Réactiver
17557.0,14.0,3,541.4599999999999,4,3,2,432,Clients à Réactiver
16719.0,14.0,7,1790.4200000000008,4,4,4,444,Champions
12970.0,7.0,4,452.23999999999995,4,3,2,432,Clients à Réactiver
17630.0,169.0,2,503.59999999999985,1,2,2,122,Clients à Réactiver
14852.0,58.0,6,2836.6899999999982,2,4,4,244,Clients Loyaux
13735.0,24.0,4,2885.2399999999975,3,3,4,334,Champions
15380.0,8.0,5,1690.26,4,3,4,434,Champions
14870.0,261.0,1,327.24999999999994,1,1,2,112,Clients à Réactiver
17059.0,29.0,5,3095.0399999999995,3,3,4,334,Champions
17047.0,85.0,3,1100.9,2,3,3,233,Clients Loyaux
12424.0,162.0,2,1760.9599999999998,1,2,4,124,Clients Potentiels
12521.0,142.0,1,599.6800000000001,1,1,2,112,Clients à Réactiver
17472.0,191.0,3,710.2900000000002,1,3,3,133,Clients Loyaux
16525.0,2.0,26,13027.450000000008,4,4,4,444,Champions
17120.0,233.0,1,307.46,1,1,2,112,Clients à Réactiver
14427.0,50.0,2,363.34000000000003,2,2,2,222,Clients à Réactiver
16315.0,330.0,1,226.37,1,1,1,111,Clients à Réactiver
12709.0,15.0,15,9736.519999999991,4,4,4,444,Champions
13122.0,94.0,2,922.3900000000002,2,2,3,223,Clients Potentiels
13990.0,213.0,1,311.3,1,1,2,112,Clients à Réactiver
15641.0,105.0,4,1887.2000000000005,2,3,4,234,Clients Loyaux
13911.0,57.0,9,2580.909999999999,2,4,4,244,Clients Loyaux
14336.0,16.0,4,1614.9100000000008,4,3,3,433,Champions
13814.0,92.0,2,1579.1200000000001,2,2,3,223,Clients Potentiels
15125.0,25.0,15,11528.480000000001,3,4,4,344,Champions
17144.0,1.0,2,984.5699999999998,4,2,3,423,Clients à Réactiver
15708.0,40.0,7,3364.2399999999984,3,4,4,344,Champions
14500.0,88.0,3,356.85,2,3,2,232,Clients à Réactiver
16440.0,7.0,5,3640.669999999999,4,3,4,434,Champions
14518.0,64.0,1,174.37,2,1,1,211,Clients à Réactiver
16986.0,29.0,2,1873.2,3,2,4,324,Clients à Réactiver
12770.0,210.0,1,1351.4499999999998,1,1,3,113,Clients Potentiels
15453.0,1.0,7,1388.370000000001,4,4,3,443,Champions
15368.0,21.0,1,446.94000000000005,3,1,2,312,Clients à Réactiver
12515.0,353.0,1,383.7,1,1,2,112,Clients à Réactiver
12873.0,282.0,1,374.0,1,1,2,112,Clients à Réactiver
15732.0,212.0,2,294.11999999999995,1,2,1,121,Clients à Réactiver
15987.0,12.0,7,1451.2800000000004,4,4,3,443,Champions
13055.0,78.0,3,1214.41,2,3,3,233,Clients Loyaux
17897.0,172.0,3,566.5999999999999,1,3,2,132,Clients à Réactiver
17338.0,17.0,8,6643.929999999995,3,4,4,344,Champions
17763.0,263.0,1,15.0,1,1,1,111,Clients à Réactiver
14700.0,32.0,3,2235.2999999999997,3,3,4,334,Champions
16998.0,149.0,4,295.0,1,3,1,131,Clients à Réactiver
12448.0,44.0,1,449.4500000000001,3,1,2,312,Clients à Réactiver
15119.0,245.0,1,266.4,1,1,1,111,Clients à Réactiver
13049.0,64.0,2,656.6800000000002,2,2,2,222,Clients à Réactiver
12952.0,5.0,4,1387.7900000000004,4,3,3,433,Champions
16780.0,100.0,2,425.18999999999994,2,2,2,222,Clients à Réactiver
13662.0,85.0,3,897.7600000000001,2,3,3,233,Clients Loyaux
12867.0,26.0,7,4036.819999999996,3,4,4,344,Champions
15544.0,9.0,9,3546.709999999995,4,4,4,444,Champions
16549.0,10.0,10,4154.639999999994,4,4,4,444,Champions
14688.0,7.0,21,5630.869999999997,4,4,4,444,Champions
15823.0,372.0,1,15.0,1,1,1,111,Clients à Réactiver
18030.0,4.0,2,230.64999999999995,4,2,1,421,Clients à Réactiver
