OrderDate,Revenue,Orders,Items
2010-12-02T11:41:00.000000,1056.6299999999994,1,619
2010-12-02T11:45:00.000000,288.49999999999994,1,106
2010-12-02T11:46:00.000000,4.25,1,1
2010-12-02T11:57:00.000000,223.7,1,74
2010-12-02T12:07:00.000000,299.40000000000003,1,156
2010-12-02T12:09:00.000000,420.5,2,254
2010-12-02T12:10:00.000000,263.4,2,172
2010-12-02T12:11:00.000000,339.84,1,504
2010-12-02T12:16:00.000000,127.08000000000003,1,122
2010-12-02T12:18:00.000000,207.5,1,54
2010-12-02T12:22:00.000000,113.91999999999999,1,46
2010-12-02T12:23:00.000000,380.4600000000001,1,108
2010-12-02T12:24:00.000000,22.200000000000003,1,12
2010-12-02T12:25:00.000000,331.26,1,92
2010-12-02T12:26:00.000000,22.200000000000003,1,12
2010-12-02T12:28:00.000000,326.0,1,144
2010-12-02T12:33:00.000000,199.64999999999998,1,41
2010-12-02T12:47:00.000000,354.5399999999999,1,274
2010-12-02T12:50:00.000000,329.65000000000003,1,255
2010-12-02T12:58:00.000000,211.2,1,128
2010-12-02T12:59:00.000000,824.88,1,1296
2010-12-02T13:06:00.000000,98.18000000000002,1,42
2010-12-02T13:08:00.000000,294.49999999999994,2,98
2010-12-02T13:11:00.000000,202.11999999999998,1,130
2010-12-02T13:14:00.000000,198.07999999999996,1,103
2010-12-02T13:32:00.000000,261.76000000000005,1,195
2010-12-02T13:36:00.000000,379.74999999999994,1,137
2010-12-02T13:38:00.000000,341.9,1,126
2010-12-02T13:39:00.000000,248.10000000000002,1,92
2010-12-02T13:44:00.000000,100.19999999999999,1,75
2010-12-02T13:45:00.000000,116.0,1,26
2010-12-02T13:49:00.000000,353.18999999999994,1,106
2010-12-02T14:04:00.000000,434.80000000000007,1,118
2010-12-02T14:05:00.000000,22.200000000000003,1,12
2010-12-02T14:06:00.000000,390.6600000000001,1,104
2010-12-02T14:07:00.000000,22.200000000000003,1,12
2010-12-02T14:09:00.000000,210.24,1,142
2010-12-02T14:26:00.000000,311.24999999999994,1,113
2010-12-02T14:30:00.000000,98.9,1,36
2010-12-02T14:40:00.000000,307.68000000000006,1,231
2010-12-02T14:42:00.000000,452.52,1,331
2010-12-02T14:47:00.000000,668.3999999999999,1,375
2010-12-02T14:49:00.000000,118.38,1,66
2010-12-02T15:00:00.000000,138.1,1,97
2010-12-02T15:03:00.000000,193.23000000000002,1,125
2010-12-02T15:08:00.000000,15.0,1,1
2010-12-02T15:14:00.000000,50.400000000000006,1,24
2010-12-02T15:18:00.000000,517.9499999999999,1,244
2010-12-02T15:19:00.000000,4076.48,1,2909
2010-12-02T15:20:00.000000,2170.9,1,1330
2010-12-02T15:22:00.000000,2730.96,1,1008
2010-12-02T15:23:00.000000,324.0,1,144
2010-12-02T15:24:00.000000,192.46,1,76
2010-12-02T15:25:00.000000,97.19999999999999,2,72
2010-12-02T15:26:00.000000,532.01,1,141
2010-12-02T15:27:00.000000,44.400000000000006,1,24
2010-12-02T15:28:00.000000,30.0,1,24
2010-12-02T15:39:00.000000,170.7,1,70
2010-12-02T15:40:00.000000,656.52,2,276
2010-12-02T15:46:00.000000,375.65,1,176
2010-12-02T15:49:00.000000,130.8,1,56
2010-12-02T15:55:00.000000,717.1600000000001,1,472
2010-12-02T16:00:00.000000,183.30000000000004,1,122
2010-12-02T16:12:00.000000,236.97,1,190
2010-12-02T16:29:00.000000,197.3,1,50
2010-12-02T16:33:00.000000,22.5,1,6
2010-12-02T16:34:00.000000,1714.2500000000005,1,531
2010-12-02T16:38:00.000000,406.55999999999995,1,384
2010-12-02T16:42:00.000000,45.120000000000005,1,84
2010-12-02T16:46:00.000000,247.8,1,64
2010-12-02T16:48:00.000000,1003.2,1,1824
2010-12-02T16:50:00.000000,303.96,1,204
2010-12-02T16:51:00.000000,527.85,1,69
2010-12-02T16:59:00.000000,189.79999999999998,1,230
2010-12-02T17:12:00.000000,308.28,1,190
2010-12-02T17:17:00.000000,143.45,1,80
2010-12-02T17:22:00.000000,50.550000000000004,1,13
2010-12-02T17:24:00.000000,408.0,1,160
2010-12-02T17:38:00.000000,2002.4,1,4280
2010-12-02T17:40:00.000000,569.4,1,260
2010-12-02T17:41:00.000000,164.8,1,64
2010-12-02T17:48:00.000000,438.0999999999999,1,208
2010-12-02T17:51:00.000000,35.400000000000006,1,12
2010-12-02T18:06:00.000000,295.0,1,1
2010-12-02T18:08:00.000000,263.29999999999995,1,133
2010-12-02T18:15:00.000000,308.68,1,174
2010-12-02T18:23:00.000000,37.2,1,96
2010-12-02T18:25:00.000000,623.7300000000001,1,879
2010-12-02T18:27:00.000000,548.7699999999999,2,322
2010-12-02T18:45:00.000000,263.62,1,130
2010-12-02T18:46:00.000000,34.9,1,14
2010-12-02T18:49:00.000000,189.3,1,38
2010-12-02T19:18:00.000000,127.55000000000001,1,45
2010-12-02T19:59:00.000000,413.0999999999998,1,134
2010-12-03T09:31:00.000000,215.58,1,222
2010-12-03T09:39:00.000000,534.0,1,280
2010-12-03T09:45:00.000000,397.5,1,106
2010-12-03T09:49:00.000000,1368.4,1,360
2010-12-03T09:51:00.000000,89.14,1,107
2010-12-03T10:26:00.000000,754.8700000000003,1,343
2010-12-03T10:33:00.000000,128.03,1,54
2010-12-03T10:36:00.000000,303.4,1,110
2010-12-03T10:43:00.000000,548.6500000000001,2,294
2010-12-03T10:44:00.000000,303.50000000000006,1,79
2010-12-03T11:19:00.000000,123.07000000000002,1,80
2010-12-03T11:35:00.000000,232.25999999999988,1,92
2010-12-03T11:42:00.000000,39.75,1,5
2010-12-03T11:48:00.000000,322.2,1,1548
2010-12-03T12:05:00.000000,1680.8799999999999,1,464
2010-12-03T12:11:00.000000,187.51000000000002,1,170
2010-12-03T12:20:00.000000,620.0,1,400
2010-12-03T12:24:00.000000,309.53999999999996,1,179
2010-12-03T12:28:00.000000,841.94,1,363
2010-12-03T12:29:00.000000,686.4,1,439
2010-12-03T12:41:00.000000,425.0,1,100
2010-12-03T12:43:00.000000,1096.65,2,327
2010-12-03T12:48:00.000000,225.65,1,125
2010-12-03T12:57:00.000000,76.5,1,31
2010-12-03T13:09:00.000000,534.0,1,168
2010-12-03T13:10:00.000000,528.0,1,192
2010-12-03T13:12:00.000000,1314.0,1,120
2010-12-03T13:40:00.000000,248.16,1,140
2010-12-03T13:42:00.000000,230.25000000000003,1,35
2010-12-03T13:43:00.000000,736.2799999999999,1,356
2010-12-03T13:59:00.000000,336.24,1,132
2010-12-03T14:04:00.000000,1705.6499999999994,1,827
2010-12-03T14:18:00.000000,258.58,2,136
2010-12-03T14:26:00.000000,692.6100000000002,2,278
2010-12-03T14:30:00.000000,175.53000000000003,1,60
2010-12-03T14:35:00.000000,339.5399999999999,1,136
2010-12-03T14:40:00.000000,458.43999999999994,2,146
2010-12-03T14:54:00.000000,272.01,1,124
2010-12-03T15:05:00.000000,254.38999999999996,1,100
2010-12-03T15:10:00.000000,115.70000000000003,1,26
2010-12-03T15:14:00.000000,131.8,1,65
2010-12-03T15:16:00.000000,91.8,1,36
2010-12-03T15:19:00.000000,110.35000000000001,1,39
2010-12-03T15:25:00.000000,98.50000000000001,1,18
2010-12-03T15:45:00.000000,427.79999999999995,1,164
2010-12-03T16:02:00.000000,122.15000000000002,1,64
2010-12-03T16:35:00.000000,346.1,1,528
2010-12-03T16:44:00.000000,246.29999999999998,1,142
2010-12-03T16:45:00.000000,135.0,1,108
2010-12-03T17:20:00.000000,2355.1800000000003,1,1338
2010-12-03T17:21:00.000000,11.6,1,8
2010-12-03T17:28:00.000000,135.32999999999998,1,75
2010-12-05T10:03:00.000000,256.9,1,92
2010-12-05T10:12:00.000000,535.75,1,125
2010-12-05T10:27:00.000000,734.3999999999999,1,192
2010-12-05T10:36:00.000000,155.64,1,52
2010-12-05T10:45:00.000000,238.10999999999987,1,83
2010-12-05T10:52:00.000000,431.4500000000001,1,93
2010-12-05T10:54:00.000000,126.43,1,46
2010-12-05T10:58:00.000000,277.45,1,55
2010-12-05T11:02:00.000000,326.5999999999999,1,181
2010-12-05T11:03:00.000000,5.9,1,2
2010-12-05T11:04:00.000000,277.65,1,97
2010-12-05T11:10:00.000000,555.8399999999999,1,437
2010-12-05T11:12:00.000000,350.67999999999995,1,158
2010-12-05T11:15:00.000000,552.24,1,232
2010-12-05T11:38:00.000000,275.8,1,124
2010-12-05T11:40:00.000000,152.04999999999998,1,82
2010-12-05T11:45:00.000000,273.29,1,107
2010-12-05T11:49:00.000000,274.66999999999996,1,129
2010-12-05T11:51:00.000000,351.43,1,197
2010-12-05T11:54:00.000000,127.98000000000002,1,59
2010-12-05T11:57:00.000000,1554.37,2,619
2010-12-05T11:59:00.000000,179.64,1,163
2010-12-05T12:00:00.000000,1145.06,1,442
2010-12-05T12:01:00.000000,438.0,1,168
2010-12-05T12:02:00.000000,15.0,1,12
2010-12-05T12:08:00.000000,180.44000000000003,1,84
2010-12-05T12:09:00.000000,204.0,1,48
2010-12-05T12:13:00.000000,883.8599999999998,2,372
2010-12-05T12:15:00.000000,512.8600000000001,2,367
2010-12-05T12:23:00.000000,114.65000000000002,1,28
2010-12-05T12:26:00.000000,547.1,1,435
2010-12-05T12:29:00.000000,206.23,1,73
2010-12-05T12:34:00.000000,163.49000000000004,1,107
2010-12-05T12:35:00.000000,722.3599999999993,1,471
2010-12-05T12:42:00.000000,273.76,1,152
2010-12-05T12:43:00.000000,535.5999999999999,1,392
2010-12-05T12:44:00.000000,273.3,1,204
2010-12-05T12:47:00.000000,33.15,1,25
2010-12-05T12:53:00.000000,70.41999999999999,1,54
2010-12-05T12:57:00.000000,559.1000000000001,2,181
2010-12-05T13:00:00.000000,343.28,1,211
2010-12-05T13:03:00.000000,623.7500000000002,1,413
2010-12-05T13:05:00.000000,1097.0900000000004,2,421
2010-12-05T13:08:00.000000,251.25,1,87
2010-12-05T13:10:00.000000,184.79999999999998,1,86
2010-12-05T13:17:00.000000,292.94999999999993,1,60
2010-12-05T13:18:00.000000,283.15,1,128
2010-12-05T13:21:00.000000,384.71999999999997,1,276
2010-12-05T13:26:00.000000,131.5,1,70
2010-12-05T13:29:00.000000,806.2800000000002,1,284
2010-12-05T13:42:00.000000,211.79999999999993,1,105
2010-12-05T13:49:00.000000,460.59999999999985,1,232
2010-12-05T13:53:00.000000,271.2,1,80
2010-12-05T13:55:00.000000,1062.0600000000009,2,469
2010-12-05T14:02:00.000000,286.5,1,79
2010-12-05T14:03:00.000000,85.5,1,11
2010-12-05T14:06:00.000000,156.73999999999995,1,115
2010-12-05T14:17:00.000000,112.9,1,47
2010-12-05T14:19:00.000000,1631.3000000000009,1,972
2010-12-05T14:25:00.000000,269.69999999999993,1,112
2010-12-05T14:45:00.000000,198.43,1,293
2010-12-05T14:52:00.000000,165.86000000000004,1,116
2010-12-05T15:02:00.000000,85.55000000000001,1,25
2010-12-05T15:06:00.000000,188.77,1,40
2010-12-05T15:12:00.000000,490.5999999999998,2,232
2010-12-05T15:15:00.000000,209.84,1,101
2010-12-05T15:18:00.000000,355.74999999999994,1,145
2010-12-05T15:21:00.000000,473.39,1,299
2010-12-05T15:26:00.000000,8.649999999999999,1,7
2010-12-05T15:35:00.000000,1668.2,1,2048
2010-12-05T15:38:00.000000,358.55999999999995,1,108
2010-12-05T15:40:00.000000,736.6999999999998,2,256
2010-12-05T15:46:00.000000,320.08,1,196
2010-12-05T15:47:00.000000,423.51999999999987,1,252
2010-12-05T15:54:00.000000,37.35,1,14
2010-12-05T16:00:00.000000,133.48000000000002,1,57
2010-12-05T16:10:00.000000,164.7,1,46
2010-12-05T16:24:00.000000,1415.9700000000003,1,700
2010-12-05T16:41:00.000000,496.4799999999999,1,316
2010-12-06T08:34:00.000000,113.48,1,86
2010-12-06T08:42:00.000000,922.4000000000001,1,700
2010-12-06T08:43:00.000000,25.200000000000003,1,12
2010-12-06T08:44:00.000000,17.4,1,12
2010-12-06T09:21:00.000000,308.79999999999995,1,112
2010-12-06T09:37:00.000000,353.00000000000006,1,148
2010-12-06T09:45:00.000000,2567.64,1,1464
2010-12-06T09:52:00.000000,375.69000000000005,1,91
2010-12-06T10:03:00.000000,164.20000000000002,1,88
2010-12-06T10:05:00.000000,210.19,1,67
2010-12-06T10:18:00.000000,364.91999999999985,1,172
2010-12-06T10:19:00.000000,462.61999999999995,2,306
2010-12-06T10:20:00.000000,300.66,1,349
2010-12-06T10:24:00.000000,58.2,1,48
2010-12-06T10:27:00.000000,129.4,1,53
2010-12-06T10:34:00.000000,223.68,1,192
2010-12-06T10:36:00.000000,56.25,1,39
2010-12-06T10:38:00.000000,33.0,1,20
2010-12-06T10:43:00.000000,196.44,1,89
2010-12-06T11:01:00.000000,382.69000000000005,1,210
2010-12-06T11:03:00.000000,303.5,1,163
2010-12-06T11:06:00.000000,2263.7999999999993,1,796
2010-12-06T11:10:00.000000,142.50000000000003,1,58
2010-12-06T11:16:00.000000,142.25,1,92
2010-12-06T11:26:00.000000,882.2300000000012,2,508
2010-12-06T11:37:00.000000,153.5,1,54
2010-12-06T11:38:00.000000,102.66000000000001,1,72
2010-12-06T11:42:00.000000,434.39,2,275
2010-12-06T11:58:00.000000,322.79999999999995,1,120
2010-12-06T12:06:00.000000,430.73,1,146
2010-12-06T12:15:00.000000,98.70000000000003,1,32
2010-12-06T12:21:00.000000,673.3700000000001,1,503
2010-12-06T12:23:00.000000,668.2099999999998,3,533
2010-12-06T12:30:00.000000,184.10000000000002,1,72
2010-12-06T12:31:00.000000,76.32000000000001,1,72
2010-12-06T12:34:00.000000,392.61999999999983,1,530
2010-12-06T12:38:00.000000,449.94999999999993,1,201
2010-12-06T12:39:00.000000,333.25,2,118
2010-12-06T12:40:00.000000,377.5,1,135
2010-12-06T12:41:00.000000,252.79999999999998,1,104
2010-12-06T12:44:00.000000,379.6999999999999,1,168
2010-12-06T12:47:00.000000,185.97,1,119
2010-12-06T12:52:00.000000,198.35000000000002,1,73
2010-12-06T12:55:00.000000,740.4599999999999,2,498
2010-12-06T12:59:00.000000,480.68,1,278
2010-12-06T13:01:00.000000,270.52,1,116
2010-12-06T13:06:00.000000,784.1500000000002,1,476
2010-12-06T13:12:00.000000,100.80000000000001,1,48
2010-12-06T13:13:00.000000,887.0300000000003,2,569
2010-12-06T13:21:00.000000,122.7,1,56
2010-12-06T13:22:00.000000,125.10000000000002,1,37
2010-12-06T13:32:00.000000,20.85,1,3
2010-12-06T13:34:00.000000,222.17999999999998,1,84
2010-12-06T13:35:00.000000,391.5,1,210
2010-12-06T13:41:00.000000,149.00000000000003,1,60
2010-12-06T13:47:00.000000,123.24,1,40
2010-12-06T13:53:00.000000,554.6599999999999,1,257
2010-12-06T13:58:00.000000,166.15000000000003,1,80
2010-12-06T13:59:00.000000,2415.0400000000004,1,972
2010-12-06T14:00:00.000000,81.18,1,54
2010-12-06T14:05:00.000000,150.21999999999997,1,80
2010-12-06T14:08:00.000000,292.84,1,64
2010-12-06T14:19:00.000000,244.2,1,164
2010-12-06T14:31:00.000000,427.74,1,204
2010-12-06T14:36:00.000000,422.81000000000006,1,261
2010-12-06T14:43:00.000000,30.450000000000003,1,21
2010-12-06T14:46:00.000000,56.849999999999994,1,38
2010-12-06T14:51:00.000000,406.6899999999997,1,132
2010-12-06T14:55:00.000000,192.7,1,34
2010-12-06T15:00:00.000000,406.15999999999997,1,247
2010-12-06T15:03:00.000000,151.20000000000002,1,72
2010-12-06T15:06:00.000000,177.60000000000002,1,96
2010-12-06T15:09:00.000000,227.40000000000003,1,63
2010-12-06T15:13:00.000000,137.11,1,66
2010-12-06T15:14:00.000000,510.94999999999993,1,209
2010-12-06T15:18:00.000000,335.29999999999995,1,184
2010-12-06T15:25:00.000000,292.5399999999999,1,131
2010-12-06T15:27:00.000000,217.55000000000004,1,144
2010-12-06T15:34:00.000000,166.0,1,104
2010-12-06T15:35:00.000000,92.55000000000001,1,57
2010-12-06T15:38:00.000000,450.91999999999996,1,210
2010-12-06T15:54:00.000000,82.12,1,119
2010-12-06T16:36:00.000000,417.62,1,146
2010-12-06T16:58:00.000000,221.50000000000003,1,82
2010-12-06T17:16:00.000000,214.32,1,67
2010-12-06T17:26:00.000000,540.0,1,256
2010-12-07T09:13:00.000000,569.0300000000001,1,201
2010-12-07T09:21:00.000000,151.3,1,54
2010-12-07T09:23:00.000000,39.599999999999994,1,6
2010-12-07T09:43:00.000000,1989.2399999999998,1,780
2010-12-07T09:51:00.000000,1644.9399999999996,1,914
2010-12-07T09:55:00.000000,293.45,1,101
2010-12-07T09:57:00.000000,178.40000000000003,1,112
2010-12-07T10:04:00.000000,326.4,1,128
2010-12-07T10:06:00.000000,682.6500000000001,2,209
2010-12-07T10:08:00.000000,1033.5200000000004,1,585
2010-12-07T10:14:00.000000,618.07,1,234
2010-12-07T10:32:00.000000,454.59999999999997,1,218
2010-12-07T10:36:00.000000,533.71,2,218
2010-12-07T10:43:00.000000,102.0,1,24
2010-12-07T10:47:00.000000,111.25,1,21
2010-12-07T10:51:00.000000,17.85,1,3
2010-12-07T11:11:00.000000,111.54,1,126
2010-12-07T11:26:00.000000,957.5,1,550
2010-12-07T11:30:00.000000,1830.02,1,680
2010-12-07T11:33:00.000000,511.79999999999995,1,396
2010-12-07T11:41:00.000000,532.8000000000001,1,288
2010-12-07T11:45:00.000000,159.54999999999998,1,61
2010-12-07T11:49:00.000000,311.65000000000003,1,131
2010-12-07T11:59:00.000000,181.11999999999998,1,125
2010-12-07T12:18:00.000000,327.4000000000001,1,268
2010-12-07T12:21:00.000000,571.0,1,300
2010-12-07T12:28:00.000000,596.8,1,155
2010-12-07T12:29:00.000000,118.32000000000001,1,44
2010-12-07T12:37:00.000000,338.9,2,82
2010-12-07T12:43:00.000000,108.78,1,62
2010-12-07T12:49:00.000000,373.49,1,213
2010-12-07T13:01:00.000000,1381.92,1,516
2010-12-07T13:13:00.000000,166.74,1,52
2010-12-07T13:16:00.000000,631.6499999999999,1,279
2010-12-07T13:18:00.000000,156.19000000000003,1,74
2010-12-07T13:20:00.000000,444.4199999999999,1,235
2010-12-07T13:22:00.000000,617.1200000000001,1,236
2010-12-07T13:28:00.000000,322.3,1,122
2010-12-07T13:29:00.000000,322.79999999999995,1,137
2010-12-07T13:30:00.000000,154.9,2,22
2010-12-07T13:45:00.000000,177.26,1,76
2010-12-07T13:50:00.000000,2022.16,1,956
2010-12-07T13:53:00.000000,230.4,1,136
2010-12-07T14:00:00.000000,97.8,1,54
2010-12-07T14:30:00.000000,165.94000000000003,1,114
2010-12-07T14:31:00.000000,383.93,1,199
2010-12-07T14:41:00.000000,306.83999999999986,1,171
2010-12-07T14:57:00.000000,799.2900000000002,2,355
2010-12-07T14:58:00.000000,713.88,1,476
2010-12-07T15:02:00.000000,378.75,1,189
2010-12-07T15:03:00.000000,356.86999999999995,1,191
2010-12-07T15:04:00.000000,17.4,1,12
2010-12-07T15:15:00.000000,231.9,1,62
2010-12-07T15:18:00.000000,68.1,1,30
2010-12-07T15:20:00.000000,172.0,1,32
2010-12-07T15:39:00.000000,406.59999999999997,1,133
2010-12-07T15:48:00.000000,804.5600000000001,3,431
2010-12-07T15:54:00.000000,268.72999999999996,1,84
2010-12-07T16:20:00.000000,111.14999999999999,1,57
2010-12-07T16:42:00.000000,9639.119999999999,1,2790
2010-12-07T16:43:00.000000,16281.25,2,3809
2010-12-07T17:05:00.000000,46.8,1,24
2010-12-07T17:19:00.000000,139.86,1,101
2010-12-08T08:12:00.000000,326.4,1,128
2010-12-08T08:43:00.000000,48.800000000000004,1,20
2010-12-08T08:58:00.000000,164.25,1,105
2010-12-08T09:07:00.000000,514.39,1,151
2010-12-08T09:20:00.000000,328.45000000000005,1,145
2010-12-08T09:30:00.000000,328.01,1,182
2010-12-08T09:49:00.000000,522.7,1,139
2010-12-08T09:51:00.000000,319.18,1,250
2010-12-08T09:53:00.000000,258.90000000000003,1,214
2010-12-08T09:56:00.000000,356.91,1,133
2010-12-08T10:11:00.000000,557.44,2,348
2010-12-08T10:13:00.000000,99.6,1,72
2010-12-08T10:14:00.000000,365.4,1,240
2010-12-08T10:21:00.000000,429.87,2,319
2010-12-08T10:35:00.000000,702.1,1,270
2010-12-08T10:36:00.000000,301.52000000000004,1,288
2010-12-08T10:38:00.000000,329.36,1,220
2010-12-08T10:39:00.000000,310.57,1,163
